Temperature,GasReading(%),FlameReading(%),FireIndicator
26.7,11.14,0.0,0
26.7,11.14,0.0,0
26.7,11.05,0.0,0
26.7,11.14,0.0,0
26.7,11.14,0.0,0
26.7,11.05,0.0,0
26.7,11.05,0.0,0
26.7,11.05,0.0,0
26.7,11.05,0.0,0
26.7,11.05,0.0,0
26.7,11.05,0.0,0
26.7,11.05,0.0,0
26.7,10.95,0.0,0
26.7,11.05,0.0,0
26.7,10.95,0.0,0
26.7,10.95,0.0,0
26.7,11.05,0.0,0
26.7,10.95,0.0,0
26.7,10.95,0.0,0
26.7,10.95,0.0,0
26.7,10.95,0.0,0
26.7,10.95,0.0,0
26.7,10.95,0.0,0
26.7,10.95,0.0,0
26.7,10.95,0.0,0
26.7,10.95,0.0,0
26.7,10.85,0.0,0
26.7,10.95,0.0,0
26.7,10.85,0.0,0
26.7,10.85,0.0,0
26.7,10.85,0.0,0
26.7,10.85,0.0,0
26.7,10.85,0.0,0
26.7,10.85,0.0,0
26.7,10.85,0.0,0
26.7,10.75,0.0,0
26.7,10.75,0.0,0
26.7,10.75,0.0,0
26.7,10.75,0.0,0
26.7,10.75,0.0,0
26.7,10.75,0.0,0
26.7,10.75,0.0,0
26.7,10.75,0.0,0
26.7,10.75,0.0,0
26.7,10.75,0.0,0
26.7,10.75,0.0,0
26.7,10.75,0.0,0
26.7,10.75,0.0,0
26.7,10.75,0.0,0
26.7,10.75,0.0,0
26.7,10.75,0.0,0
26.7,10.75,0.0,0
26.7,10.65,0.0,0
26.7,10.65,0.0,0
26.7,10.65,0.0,0
26.7,10.65,0.0,0
26.7,10.65,0.0,0
26.7,10.65,0.0,0
26.7,10.65,0.0,0
26.7,10.65,0.0,0
26.7,10.56,0.0,0
26.7,10.56,0.0,0
26.7,10.56,0.0,0
26.7,10.56,0.0,0
26.7,10.65,0.0,0
26.7,10.56,0.0,0
26.7,10.56,0.0,0
26.7,10.56,0.0,0
26.7,10.56,0.0,0
26.7,10.56,0.0,0
26.7,10.56,0.0,0
26.7,10.56,0.0,0
26.7,10.46,0.0,0
26.7,10.46,0.0,0
26.7,10.46,0.0,0
26.7,10.46,0.0,0
26.7,10.46,0.0,0
26.7,10.46,0.0,0
26.7,10.46,0.0,0
26.7,10.36,0.0,0
26.7,10.46,0.0,0
26.7,10.46,0.0,0
26.7,10.46,0.0,0
26.7,10.36,0.0,0
26.7,10.36,0.0,0
26.7,10.36,0.0,0
26.7,10.36,0.0,0
26.7,10.36,0.0,0
26.7,10.36,0.0,0
26.7,10.36,0.0,0
26.7,10.36,0.0,0
26.7,10.36,0.0,0
26.7,10.36,0.0,0
26.7,10.36,0.0,0
26.7,10.36,0.0,0
26.7,10.36,0.0,0
26.7,10.26,0.0,0
26.7,10.36,0.0,0
26.7,10.26,0.0,0
26.7,10.26,0.0,0
26.7,10.26,0.0,0
26.7,10.26,0.0,0
26.7,10.26,0.0,0
26.7,10.26,0.0,0
26.7,10.26,0.0,0
26.7,10.26,0.0,0
26.7,10.26,0.0,0
26.7,10.26,0.0,0
26.7,10.26,0.0,0
26.7,10.17,0.0,0
26.7,10.17,0.0,0
26.7,10.17,0.0,0
26.7,10.17,0.0,0
26.7,10.17,0.0,0
26.7,10.17,0.0,0
26.7,10.17,0.0,0
26.7,10.17,0.0,0
26.7,10.17,0.0,0
26.7,10.17,0.0,0
26.7,10.17,0.0,0
26.7,10.17,0.0,0
26.7,10.17,0.0,0
26.7,10.07,0.0,0
26.7,10.17,0.0,0
26.7,10.07,0.0,0
26.7,10.07,0.0,0
26.7,10.07,0.0,0
26.7,10.07,0.0,0
26.7,10.07,0.0,0
26.7,10.07,0.0,0
26.7,10.07,0.0,0
26.7,10.07,0.0,0
26.7,10.07,0.0,0
26.7,10.07,0.0,0
26.7,10.07,0.0,0
26.7,10.07,0.0,0
26.7,9.97,0.0,0
26.7,9.97,0.0,0
26.7,9.97,0.0,0
26.7,10.07,0.0,0
26.7,9.97,0.0,0
26.7,9.97,0.0,0
26.7,9.97,0.0,0
26.7,9.97,0.0,0
26.7,9.97,0.0,0
26.7,9.97,0.0,0
26.7,9.97,0.0,0
26.7,9.97,0.0,0
26.7,9.97,0.0,0
26.7,9.87,0.0,0
26.7,9.97,0.0,0
26.7,9.97,0.0,0
26.7,9.87,0.0,0
26.7,9.87,0.0,0
26.7,9.97,0.0,0
26.7,9.87,0.0,0
26.7,9.97,0.0,0
26.7,9.87,0.0,0
26.7,9.87,0.0,0
26.7,9.87,0.0,0
26.7,9.87,0.0,0
26.7,9.87,0.0,0
26.7,9.87,0.0,0
26.7,9.87,0.0,0
26.7,9.87,0.0,0
26.7,9.87,0.0,0
26.7,9.78,0.0,0
26.7,9.87,0.0,0
26.7,9.87,0.0,0
26.7,9.78,0.0,0
26.7,9.87,0.0,0
26.7,9.78,0.0,0
26.7,9.87,0.0,0
26.7,9.78,0.0,0
26.7,9.78,0.0,0
26.7,9.78,0.0,0
26.7,9.78,0.0,0
26.7,9.78,0.0,0
26.7,9.78,0.0,0
26.7,9.78,0.0,0
26.7,9.78,0.0,0
26.7,9.78,0.0,0
26.7,9.68,0.0,0
26.7,9.78,0.0,0
26.7,9.68,0.0,0
26.7,9.78,0.0,0
26.7,9.68,0.0,0
26.7,9.68,0.0,0
26.7,9.68,0.0,0
26.7,9.68,0.0,0
26.7,9.68,0.0,0
26.7,9.68,0.0,0
26.7,9.68,0.0,0
26.7,9.68,0.0,0
26.7,9.68,0.0,0
26.7,9.68,0.0,0
26.7,9.68,0.0,0
26.7,9.58,0.0,0
26.7,9.68,0.0,0
26.7,9.58,0.0,0
26.7,9.58,0.0,0
26.7,9.58,0.0,0
26.7,9.58,0.0,0
26.7,9.58,0.0,0
26.7,9.58,0.0,0
26.7,9.58,0.0,0
26.7,9.58,0.0,0
26.7,9.58,0.0,0
26.7,9.48,0.0,0
26.7,9.58,0.0,0
26.7,9.58,0.0,0
26.7,9.58,0.0,0
26.7,9.48,0.0,0
26.7,9.48,0.0,0
26.7,9.48,0.0,0
26.7,9.48,0.0,0
26.7,9.48,0.0,0
26.7,9.48,0.0,0
26.7,9.48,0.0,0
26.7,9.48,0.0,0
26.7,9.48,0.0,0
26.7,9.48,0.0,0
26.7,9.38,0.0,0
26.7,9.48,0.0,0
26.7,9.48,0.0,0
26.7,9.48,0.0,0
26.7,9.48,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.48,0.0,0
26.7,9.38,0.0,0
26.7,9.48,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.48,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.29,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.38,0.0,0
26.7,9.29,0.0,0
26.7,9.38,0.0,0
26.7,9.29,0.0,0
26.7,9.29,0.0,0
26.7,9.38,0.0,0
26.7,9.29,0.0,0
26.7,9.38,0.0,0
26.7,9.29,0.0,0
26.7,9.29,0.0,0
26.7,9.29,0.0,0
26.7,9.29,0.0,0
26.7,9.29,0.0,0
26.7,9.29,0.0,0
26.7,9.29,0.0,0
26.7,9.29,0.0,0
26.7,9.29,0.0,0
26.7,9.29,0.0,0
26.7,9.29,0.0,0
26.7,9.29,0.0,0
26.7,9.29,0.0,0
26.7,9.29,0.0,0
26.7,9.29,0.0,0
26.7,9.29,0.0,0
26.7,9.29,0.0,0
26.7,9.29,0.0,0
26.7,9.29,0.0,0
26.7,9.29,0.0,0
26.7,9.29,0.0,0
26.7,9.29,0.0,0
26.7,9.19,0.0,0
26.7,9.29,0.0,0
26.7,9.19,0.0,0
26.7,9.29,0.0,0
26.7,9.19,0.0,0
26.7,9.29,0.0,0
26.7,9.29,0.0,0
26.7,9.19,0.0,0
26.7,9.29,0.0,0
26.7,9.19,0.0,0
26.7,9.19,0.0,0
26.7,9.19,0.0,0
26.7,9.19,0.0,0
26.7,9.19,0.0,0
26.7,9.19,0.0,0
26.7,9.19,0.0,0
26.7,9.19,0.0,0
26.7,9.19,0.0,0
26.7,9.19,0.0,0
26.7,9.19,0.0,0
26.7,9.19,0.0,0
26.7,9.19,0.0,0
26.7,9.09,0.0,0
26.7,9.19,0.0,0
26.7,9.09,0.0,0
26.7,9.19,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.19,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,8.99,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.09,0.0,0
26.7,9.19,0.0,0
